jacob's pickles;1;3;31.6;0.16666666666666666
stk;2;5;15.5;0.05263157894736842
bar nine;2;1;15.5;0.625
starbucks coffee;3;6;14.0;0.043478260869565216
mcdonald's;4;4;11.0;0.09090909090909091
1 oak;5;7;10.0;0.03125
mi garba;6;2;2.0;0.3333333333333333
nbc cafeteria (11th flr);7;8;0.0;0.001272264631043257
