jacob's pickles;1;3;31.6;0.16666666666666666
stk;2;5;15.5;0.0625
bar nine;2;1;15.5;0.5
starbucks coffee;3;7;14.0;0.0136986301369863
just salad;4;8;13.75;0.005235602094240838
mcdonald's;5;4;11.0;0.09523809523809523
1 oak;6;6;10.0;0.04
ben & jerry's;7;9;4.0;0.002631578947368421
mi garba;8;2;2.0;0.3333333333333333
