jacob's pickles;1;2;31.6;0.16666666666666666
stk;2;4;15.5;0.06666666666666667
bar nine;2;1;15.5;0.5
starbucks coffee;3;6;14.0;0.0136986301369863
just salad;4;7;13.75;0.005235602094240838
mcdonald's;5;3;11.0;0.09523809523809523
1 oak;6;5;10.0;0.041666666666666664
ben & jerry's;7;8;4.0;0.002631578947368421
mi garba;8;2;2.0;0.16666666666666666
