joe;1;10;29.5;0.039999999999999994
donut shop;2;1;22.0;1.0
metro kitchen;3;7;19.0;0.2
junoon;4;6;18.5;0.25
crema;5;3;16.25;0.5
apollo theatre concessions;6;11;16.0;0.017857142857142856
tre;7;5;13.0;0.2857142857142857
coffee friends;8;3;12.0;0.5
the eagle;9;4;11.0;0.3333333333333333
phoenix;10;2;8.0;0.6666666666666666
taqueria st marks pl;11;8;7.0;0.1111111111111111
jamba juice;12;6;3.0;0.25
joe;12;6;3.0;0.25
joe;13;9;2.0;0.05263157894736842
