donut shop;1;1;22.0;1.0
metro kitchen;2;5;19.0;0.2
junoon;3;4;18.5;0.25
crema;4;2;16.25;0.5
apollo theatre concessions;5;7;16.0;0.017857142857142856
coffee friends;6;2;12.0;0.5
the eagle;7;3;11.0;0.3333333333333333
taqueria st marks pl;8;6;7.0;0.1111111111111111
jamba juice;9;4;3.0;0.25
