jacob's pickles;1;2;31.6;0.16666666666666666
stk;2;4;15.5;0.05555555555555555
bar nine;2;1;15.5;0.625
starbucks coffee;3;5;14.0;0.043478260869565216
mcdonald's;4;3;11.0;0.09090909090909091
1 oak;5;6;10.0;0.03225806451612903
mi garba;6;2;2.0;0.16666666666666666
nbc cafeteria (11th flr);7;7;0.0;0.001272264631043257
