joe;1;4;29.5;0.0588235294117647
dishes;2;2;26.25;0.16666666666666666
dishes;3;2;16.75;0.16666666666666666
starbucks coffee;4;6;14.0;0.02380718150516478
dishes;5;2;12.25;0.16666666666666666
mcdonald's;6;3;11.0;0.09090909090909091
talent;7;1;7.0;0.2
joe;8;5;3.0;0.049999999999999996
joe;9;7;2.0;0.0196078431372549
